Gender,Education % 15-24 years Second degree and special vocational training degree,Education % 15-24 years Lowest higher and lower university level,Education % 15-24 years Higher university degree and research training,Education % 15-24 years All levels of education,Education % 15-24 years Elementary or unknown,Education % 15-24 years Total graduates,Education % 25-44 years Second degree and special vocational training degree,Education % 25-44 years Lowest higher and lower university level,Education % 25-44 years Higher university degree and research training,Education % 25-44 years All levels of education,Education % 25-44 years Elementary or unknown,Education % 25-44 years Total graduates,Education % 45-64 years Second degree and special vocational training degree,Education % 45-64 years Lowest higher and lower university level,Education % 45-64 years Higher university degree and research training,Education % 45-64 years All levels of education,Education % 45-64 years Elementary or unknown,Education % 45-64 years Total graduates,Education % 65 and over Second degree and special vocational training degree,Education % 65 and over Lowest higher and lower university level,Education % 65 and over Higher university degree and research training,Education % 65 and over All levels of education,Education % 65 and over Elementary or unknown,Education % 65 and over Total graduates,0-14 year olds,Pensioners and others,"Students, school children, conscripts and civil service",Employed,Unemployed,Labor force,Outside the labor force,Taxable income per housing association,Taxable income per person,Married couple without children,Married couple and children,Unmarried couple without children,Unmarried couple and children,Father and children,Mother and children,municipality,code,name,green area %
0,0.05006766,0.00811908,0.0,0.07983762,0.021650879,0.05818674,0.14614344,0.12584573,0.16373478,0.48849797,0.05277402,0.43572396,0.08254398,0.059539918,0.051420838,0.23139377,0.03788904,0.19350474,0.05006766,0.05006766,0.06901218,0.20027064,0.031123139,0.16914749,0.04460213,0.09427268,,0.22807907,0.022807907,0.25088698,0.16827166,52789.0,32401.0,0.3180778,0.20823799,0.3043478,0.06407323,0.029748283,0.075514875,091,180,Laakso,63.5844619211454
1,0.07962085,0.016113743,0.0018957346,0.124170616,0.026540285,0.09763033,0.0900474,0.13744076,0.1535545,0.39905214,0.018009478,0.38104266,0.0521327,0.06540284,0.06255924,0.19905214,0.018957347,0.1800948,0.06635071,0.11184834,0.051184833,0.27772513,0.048341233,0.22938389,0.046122655,0.16877851,0.041561075,0.299037,0.025342118,0.32437912,0.25646225,52789.0,32401.0,0.3180778,0.20823799,0.3043478,0.06407323,0.029748283,0.075514875,091,180,Laakso,63.5844619211454
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,091,190,Mustikkamaa-Korkeasaari,31.6157341687153
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,091,190,Mustikkamaa-Korkeasaari,31.6157341687153
0,0.06769231,0.003076923,0.0,0.092307694,0.02153846,0.07076923,0.13538462,0.08,0.14769231,0.41538462,0.05230769,0.36307693,0.07076923,0.05230769,0.14769231,0.31692308,0.046153847,0.27076924,0.018461538,0.04,0.092307694,0.17538461,0.024615385,0.15076923,0.053857353,0.11353712,,0.31004366,0.027656477,0.33770016,0.18922853,145097.0,83753.0,0.4034091,0.19318181,0.30113637,0.045454547,0.011363637,0.045454547,091,20,Kluuvi,35.8342167587
1,0.07586207,0.0068965517,0.0,0.11034483,0.027586207,0.08275862,0.089655176,0.10689655,0.17931035,0.43793103,0.062068965,0.37586206,0.044827588,0.062068965,0.11724138,0.24482758,0.020689655,0.22413793,0.044827588,0.06896552,0.07931034,0.20689656,0.013793103,0.19310345,0.050946143,0.123726346,0.030567685,0.2518195,0.016011644,0.26783115,0.20524018,145097.0,83753.0,0.4034091,0.19318181,0.30113637,0.045454547,0.011363637,0.045454547,091,20,Kluuvi,35.8342167587
0,0.06949746,0.006679389,0.00015903308,0.13358779,0.057251908,0.07633588,0.14106233,0.097964376,0.13295165,0.43241096,0.06043257,0.37197837,0.08810432,0.05486641,0.07967557,0.26749364,0.04484733,0.22264631,0.03562341,0.042938933,0.057729006,0.16650763,0.030216284,0.13629135,0.06292121,0.08397447,0.041450467,0.22222222,0.0273752,0.24959743,0.18834616,54379.0,30495.0,0.27265564,0.23167849,0.25531915,0.08221697,0.021801943,0.13632782,091,201,Reijolan peruspiiri,
1,0.0773362,0.013128058,0.0005967299,0.13808331,0.047022317,0.09106099,0.08592911,0.108962886,0.1349803,0.35779926,0.027926961,0.3298723,0.06731114,0.073755816,0.090822294,0.2595775,0.027688269,0.23188925,0.058121495,0.0830648,0.046544936,0.24453992,0.056808688,0.18773124,0.062324803,0.14606072,0.053617224,0.27673405,0.023319615,0.3000537,0.26200274,54379.0,30495.0,0.27265564,0.23167849,0.25531915,0.08221697,0.021801943,0.13632782,091,201,Reijolan peruspiiri,
0,0.056749783,0.0060189166,0.0,0.13929492,0.076526225,0.062768705,0.11006019,0.09544282,0.09028375,0.41530526,0.11951849,0.29578677,0.10662081,0.06620808,0.051590715,0.2966466,0.072227,0.22441961,0.031814273,0.042132415,0.038693037,0.14875323,0.0361135,0.112639725,0.08099579,0.09712482,,0.23772791,0.031206172,0.26893407,0.21984573,56781.0,27350.0,0.25319692,0.24936062,0.2314578,0.060102303,0.024296675,0.18158568,091,201,Ruoholahti,6.49608778264131
1,0.040963855,0.014457831,0.00080321287,0.11325301,0.05702811,0.0562249,0.10281125,0.0939759,0.090763055,0.3694779,0.08192771,0.2875502,0.10923695,0.09879518,0.06987952,0.31646585,0.038554218,0.27791163,0.055421688,0.05943775,0.027309237,0.20080322,0.05863454,0.14216867,0.07468443,0.13043478,0.039971948,0.23842917,0.02769986,0.26612905,0.24509117,56781.0,27350.0,0.25319692,0.24936062,0.2314578,0.060102303,0.024296675,0.18158568,091,201,Ruoholahti,6.49608778264131
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,091,202,Lapinlahti,57.0120840378691
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,091,202,Lapinlahti,57.0120840378691
0,0.058392063,0.004027039,0.0002876456,0.12368762,0.06098087,0.062706746,0.10585359,0.09463541,0.13404286,0.37422696,0.039695095,0.33453184,0.07608227,0.059254996,0.12656407,0.29167265,0.029771322,0.26190135,0.029483676,0.054508846,0.0939163,0.21041277,0.032503955,0.17790882,0.073073655,0.09578646,0.03608576,0.21810655,0.01899809,0.23710465,0.20494588,81722.0,44679.0,0.31171286,0.27896726,0.17716205,0.08165407,0.019311503,0.13119228,091,202,Munkkiniemen peruspiiri,
1,0.05287306,0.008848591,0.0008739349,0.10727551,0.04467992,0.06259558,0.06729299,0.10345204,0.14223291,0.33307844,0.020100502,0.31297794,0.050797466,0.08247761,0.12300634,0.27463403,0.018352633,0.2562814,0.060083024,0.10738475,0.06729299,0.285012,0.050251257,0.23476076,0.07217152,0.16164297,0.039428998,0.2676714,0.0170346,0.284706,0.2732435,81722.0,44679.0,0.31171286,0.27896726,0.17716205,0.08165407,0.019311503,0.13119228,091,202,Munkkiniemen peruspiiri,
0,0.05064761,0.0062527913,0.00026797678,0.11156766,0.054399285,0.05716838,0.14908442,0.12603842,0.1374721,0.48682448,0.07422957,0.4125949,0.08146494,0.05046896,0.06163466,0.2369808,0.04341224,0.19356856,0.04314426,0.04073247,0.037159447,0.16462706,0.04359089,0.12103618,0.06123776,0.098594606,0.036814913,0.23700278,0.032118212,0.269121,0.19664727,46111.0,27678.0,0.27306968,0.23643212,0.25885978,0.08799863,0.017120356,0.12651943,091,203,Haagan peruspiiri,
1,0.066073604,0.015054745,0.0008363747,0.125,0.04303528,0.081964724,0.087515205,0.13427615,0.15571776,0.41803527,0.040526155,0.37750912,0.051779196,0.063412406,0.07093978,0.20818126,0.022049878,0.18613139,0.064704984,0.06729015,0.032770682,0.24878345,0.08401764,0.16476582,0.056721702,0.14910221,0.042703856,0.2629069,0.022797067,0.28570396,0.24852777,46111.0,27678.0,0.27306968,0.23643212,0.25885978,0.08799863,0.017120356,0.12651943,091,203,Haagan peruspiiri,
0,0.093805626,0.021893913,0.00071199716,0.16464934,0.048237808,0.11641154,0.14827341,0.1249555,0.15770736,0.5268779,0.09594162,0.43093628,0.064613745,0.048771806,0.06835172,0.21484514,0.03310787,0.18173727,0.019045923,0.0250979,0.033819865,0.093627624,0.015663937,0.07796369,0.08528062,0.05838334,0.04673491,0.27116132,0.020331804,0.29149312,0.19039887,65759.0,34115.0,0.225058,0.254447,0.27971128,0.08739366,0.018561484,0.13482857,091,203,Jatkasaari,4.88913890418186
1,0.09261052,0.025008067,0.0014520814,0.16666667,0.047596,0.11907067,0.11261697,0.14520814,0.16844143,0.48418844,0.05792191,0.42626655,0.059535336,0.06905454,0.06937722,0.2197483,0.02178122,0.19796708,0.03404324,0.036463376,0.028073572,0.12939657,0.030816393,0.09858019,0.080550656,0.087469116,0.04821744,0.277515,0.024355806,0.30187082,0.2162372,65759.0,34115.0,0.225058,0.254447,0.27971128,0.08739366,0.018561484,0.13482857,091,203,Jatkasaari,4.88913890418186
0,0.07224335,0.0038022813,0.0,0.10076046,0.02471483,0.076045625,0.14258555,0.08174905,0.11406844,0.41064638,0.07224335,0.33840305,0.05323194,0.070342205,0.12927757,0.31368822,0.0608365,0.25285172,0.02471483,0.0608365,0.070342205,0.17490494,0.019011406,0.15589353,0.044877224,0.11261643,,0.2726503,0.033022862,0.30567315,0.18458933,124062.0,76028.0,0.4028777,0.15827338,0.25179857,0.07194245,0.01438849,0.10071942,091,204,Hernesaari,3.09843431381915
1,0.07090909,0.009090909,0.0,0.11818182,0.03818182,0.08,0.10181818,0.11090909,0.14727272,0.39454547,0.034545455,0.36,0.054545455,0.09090909,0.11636364,0.28727272,0.025454545,0.26181817,0.034545455,0.07454546,0.05272727,0.2,0.03818182,0.16181818,0.044030484,0.124470785,0.02794242,0.28704488,0.026248941,0.3132938,0.19644369,124062.0,76028.0,0.4028777,0.15827338,0.25179857,0.07194245,0.01438849,0.10071942,091,204,Hernesaari,3.09843431381915
0,0.050667714,0.004713276,0.00039277298,0.1259492,0.07017544,0.05577376,0.14650433,0.08824299,0.08732653,0.42288557,0.10081173,0.32207385,0.096491225,0.06271275,0.05629746,0.282011,0.06650956,0.21550144,0.04962032,0.04111024,0.030374443,0.16915423,0.048049226,0.121105,0.07411855,0.106265694,0.038969547,0.2387294,0.032911256,0.27164066,0.21935378,50614.0,26849.0,0.30435738,0.253081,0.21324824,0.07328345,0.019806338,0.13622358,091,204,Pitajanmaen peruspiiri,
1,0.043586243,0.009064944,0.00074506394,0.109896936,0.056500684,0.05339625,0.100831985,0.11660251,0.091146156,0.3674407,0.058860052,0.30858067,0.081584506,0.09002856,0.07028437,0.27741215,0.035514716,0.24189743,0.06730411,0.06556563,0.028684963,0.24525021,0.083695516,0.1615547,0.06947932,0.13890405,0.040934395,0.23136121,0.028326603,0.2596878,0.24931777,50614.0,26849.0,0.30435738,0.253081,0.21324824,0.07328345,0.019806338,0.13622358,091,204,Pitajanmaen peruspiiri,
0,0.055505525,0.00474826,0.00040933277,0.13778141,0.0771183,0.06066312,0.15415473,0.09062628,0.07155137,0.4215309,0.105198525,0.31633237,0.1001228,0.058125257,0.052476462,0.2704871,0.059762586,0.21072452,0.049447402,0.040933277,0.031191159,0.17020057,0.048628736,0.12157184,0.08205145,0.09959416,0.044249527,0.22134581,0.034659944,0.25600576,0.22589514,49031.0,24495.0,0.2895405,0.27697384,0.18392994,0.074003555,0.021959888,0.15359229,091,205,Kaarelan peruspiiri,
1,0.052059285,0.007373203,0.00029790722,0.12109928,0.061368883,0.059730396,0.118567064,0.1085127,0.07939227,0.37119237,0.06472034,0.30647203,0.08996797,0.08631861,0.058315333,0.2754152,0.040813286,0.23460191,0.07187011,0.05660237,0.021523796,0.23229314,0.08229686,0.14999628,0.07694574,0.14060353,0.0432022,0.22769523,0.029652419,0.25734764,0.26075146,49031.0,24495.0,0.2895405,0.27697384,0.18392994,0.074003555,0.021959888,0.15359229,091,205,Kaarelan peruspiiri,
0,0.04331371,0.0050462573,0.0,0.09587889,0.047518924,0.048359968,0.1804037,0.12657696,0.12952061,0.49074852,0.054247268,0.43650126,0.096719936,0.059714045,0.054247268,0.2607233,0.05004205,0.21068124,0.04331371,0.028174937,0.033641715,0.15264928,0.047518924,0.10513036,0.06680405,0.08414906,,0.25794265,0.031942297,0.28988492,0.18701701,48724.0,28036.0,0.24409449,0.18468146,0.33428776,0.09019327,0.020758769,0.12598425,091,211,Hermanninmaki,1.75050556812747
1,0.05990445,0.009922823,0.0014700477,0.107681,0.03638368,0.07129732,0.104373395,0.14590225,0.16832048,0.44799706,0.029400956,0.41859612,0.08048511,0.07313488,0.06872474,0.24770305,0.025358325,0.22234473,0.05475928,0.054024257,0.021683205,0.19661888,0.06615215,0.13046674,0.055813156,0.11076765,0.044822257,0.2849047,0.026790313,0.311695,0.21140306,48724.0,28036.0,0.24409449,0.18468146,0.33428776,0.09019327,0.020758769,0.12598425,091,211,Hermanninmaki,1.75050556812747
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,091,212,Hermanninranta,5.38829202099234
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,091,212,Hermanninranta,5.38829202099234
0,0.55454546,0.06818182,0.0,0.65,0.027272727,0.6227273,0.18636364,0.1,0.03181818,0.3409091,0.022727273,0.3181818,0.0045454544,0.0,0.0,0.0045454544,0.0,0.0045454544,0.0,0.0,0.0,0.0045454544,0.0045454544,0.0,0.0,,,0.2292683,,0.23658536,0.3,14783.0,12049.0,,,,,,,091,213,Kylasaari,34.4192641004344
1,0.6719577,0.07936508,0.005291005,0.7777778,0.02116402,0.75661373,0.074074075,0.05820106,0.037037037,0.2010582,0.031746034,0.16931216,0.005291005,0.0,0.0,0.02116402,0.015873017,0.005291005,0.0,0.0,0.0,0.0,0.0,0.0,,,0.20731707,0.23414634,,0.23658536,0.22682928,14783.0,12049.0,,,,,,,091,213,Kylasaari,34.4192641004344
0,0.06614525,0.0069273743,0.00044692738,0.10815643,0.03463687,0.07351955,0.17899442,0.14189944,0.15843575,0.547486,0.06815642,0.47932962,0.08960894,0.04625698,0.057877094,0.23731844,0.043575417,0.19374302,0.030837988,0.022346368,0.019888269,0.10703911,0.03396648,0.07307263,0.051753554,0.07127962,0.04293839,0.27260664,0.037345972,0.30995262,0.16597156,48920.0,29877.0,0.21976647,0.16722268,0.3994996,0.095496245,0.020016681,0.09799833,091,220,Vallila,14.7877168961857
1,0.094388776,0.019438878,0.001002004,0.15871744,0.043887775,0.11482966,0.11242485,0.16953908,0.20961924,0.5218437,0.030260522,0.49158317,0.056913827,0.053707413,0.058517035,0.18877755,0.019639278,0.16913828,0.03206413,0.028456913,0.023246493,0.13066132,0.046893787,0.08376753,0.051090047,0.085971564,0.059336495,0.30170617,0.025971564,0.32767773,0.19639811,48920.0,29877.0,0.21976647,0.16722268,0.3994996,0.095496245,0.020016681,0.09799833,091,220,Vallila,14.7877168961857
0,0.038869258,0.0017667845,0.0017667845,0.08303887,0.040636044,0.042402826,0.18551236,0.074204944,0.1254417,0.4434629,0.058303885,0.38515902,0.113074206,0.05123675,0.088339224,0.30388692,0.05123675,0.25265017,0.049469966,0.021201413,0.030035336,0.1696113,0.06890459,0.10070671,0.071428575,0.08516484,,0.22733517,0.037774727,0.2651099,0.19505495,48619.0,27282.0,0.26035503,0.20710059,0.2751479,0.12721893,0.01183432,0.1183432,091,231,Toukola,22.4468143339104
1,0.040520985,0.008683068,0.001447178,0.085383505,0.03473227,0.05065123,0.08248915,0.10998553,0.18813314,0.4023155,0.02170767,0.3806078,0.06946454,0.066570185,0.09985528,0.26483357,0.02894356,0.23589002,0.076700434,0.04341534,0.02170767,0.24746744,0.105643995,0.14182344,0.06524725,0.13942307,0.041208792,0.26854396,0.025412088,0.29395604,0.24587911,48619.0,27282.0,0.26035503,0.20710059,0.2751479,0.12721893,0.01183432,0.1183432,091,231,Toukola,22.4468143339104
0,0.08846991,0.013052937,0.0,0.16860044,0.06707759,0.10152284,0.12907904,0.13197969,0.14467005,0.4506889,0.044960115,0.4057288,0.0728789,0.06562727,0.08339376,0.24836838,0.026468456,0.22189993,0.026468456,0.036258157,0.044960115,0.13234228,0.024655547,0.10768673,0.08861284,0.06984127,,0.23906142,0.013802622,0.25286403,0.21642512,63119.0,30682.0,0.25479314,0.26084763,0.259334,0.09989909,0.015136226,0.10998991,091,232,Arabianranta,18.2295959024417
1,0.0855448,0.021230096,0.0012488292,0.15298158,0.044957854,0.108023725,0.08991571,0.12550734,0.1664065,0.40867937,0.026849829,0.38182953,0.051202,0.080861695,0.096784264,0.2432095,0.014361536,0.22884795,0.041835777,0.06618795,0.04964096,0.19512957,0.037464876,0.15766469,0.08861284,0.10614217,0.0563147,0.26445824,0.015182884,0.27964112,0.2510697,63119.0,30682.0,0.25479314,0.26084763,0.259334,0.09989909,0.015136226,0.10998991,091,232,Arabianranta,18.2295959024417
0,0.12070006,0.01991551,0.0012070006,0.2009656,0.05914303,0.14182258,0.18527459,0.11707906,0.095353045,0.46771273,0.070006035,0.3977067,0.096560046,0.03560652,0.04103802,0.2154496,0.042245023,0.17320459,0.034399517,0.017501509,0.030175015,0.115872055,0.033796016,0.08207604,0.06552638,0.07178993,,0.22091062,0.027463261,0.24837388,0.21633342,44064.0,22985.0,0.23498419,0.1938883,0.32139093,0.09589041,0.021074815,0.13277134,091,240,Kumpula,47.6449363419939
1,0.14084508,0.033702213,0.0005030181,0.23239437,0.057344064,0.1750503,0.116197184,0.13682093,0.12625754,0.4144869,0.03521127,0.37927565,0.06338028,0.048792757,0.064386316,0.2112676,0.03470825,0.17655936,0.0417505,0.03169014,0.032193158,0.14185111,0.036217302,0.1056338,0.056371957,0.098048665,0.09708504,0.25921464,0.024572393,0.28378704,0.25150567,44064.0,22985.0,0.23498419,0.1938883,0.32139093,0.09589041,0.021074815,0.13277134,091,240,Kumpula,47.6449363419939
0,0.039026137,0.0039384174,0.0,0.09488006,0.051915504,0.042964555,0.14321518,0.10347297,0.124955244,0.41818833,0.046544936,0.3716434,0.10526316,0.053705692,0.086645186,0.29108486,0.04547082,0.24561404,0.05119943,0.037952024,0.045828857,0.19584677,0.060866453,0.1349803,0.07916987,0.08800922,0.030873686,0.21457852,0.024340251,0.23891878,0.19805278,54973.0,29836.0,0.24987146,0.22262211,0.23084833,0.12082262,0.02159383,0.15424165,091,250,Kapyla,26.563429869914
1,0.034267914,0.0049325028,0.0007788162,0.08047768,0.040498443,0.03997923,0.07995846,0.12694705,0.1635514,0.39122534,0.020768432,0.3704569,0.08021807,0.07061267,0.09267913,0.2686916,0.025181724,0.24350986,0.06983385,0.06282451,0.04517134,0.2596054,0.0817757,0.1778297,0.06956188,0.14924417,0.03817576,0.28349987,0.022546759,0.30604663,0.25698182,54973.0,29836.0,0.24987146,0.22262211,0.23084833,0.12082262,0.02159383,0.15424165,091,250,Kapyla,26.563429869914
0,0.062222224,0.008253968,0.0006349206,0.14666666,0.075555556,0.07111111,0.1320635,0.074285716,0.08761905,0.39555556,0.1015873,0.29396826,0.0984127,0.036825396,0.04825397,0.25396827,0.07047619,0.18349206,0.05904762,0.031111112,0.024761904,0.20380953,0.08888889,0.11492064,0.06864703,0.13504744,,0.19196206,0.028207688,0.22016974,0.24862707,40604.0,21223.0,0.23619272,0.25146887,0.21504113,0.103407755,0.030552292,0.16333725,091,260,Koskela,24.1283387472389
1,0.062217195,0.011312217,0.0,0.1300905,0.056561086,0.073529415,0.09219457,0.10463801,0.125,0.39140272,0.06957014,0.32183257,0.06787331,0.053733032,0.060520362,0.22341628,0.041289594,0.1821267,0.07183258,0.042420816,0.021493213,0.2550905,0.11934389,0.13574661,0.07363954,0.1709935,0.054168746,0.20419371,0.028207688,0.2324014,0.2988018,40604.0,21223.0,0.23619272,0.25146887,0.21504113,0.103407755,0.030552292,0.16333725,091,260,Koskela,24.1283387472389
0,0.061643835,0.0034246575,0.0,0.15068494,0.08561644,0.06506849,0.17123288,0.1369863,0.14726028,0.5376712,0.08219178,0.45547944,0.08219178,0.05479452,0.06506849,0.22945206,0.02739726,0.2020548,0.04109589,0.0102739725,0.01369863,0.08219178,0.017123288,0.06506849,0.09608091,0.054361567,0.042983565,0.23893805,0.032869786,0.27180785,0.19342604,50715.0,25451.0,0.14594595,0.2972973,0.27027026,0.11891892,0.027027028,0.14054054,091,270,Vanhakaupunki,53.3234144639721
1,0.0787172,0.002915452,0.0,0.16034986,0.0787172,0.08163265,0.10495627,0.13994169,0.23323615,0.5131195,0.034985423,0.47813413,0.0670554,0.06122449,0.07580175,0.21574344,0.011661808,0.20408164,0.037900876,0.037900876,0.020408163,0.110787176,0.014577259,0.09620991,0.1011378,0.06447535,0.05689001,0.2869785,0.02528445,0.31226295,0.22250316,50715.0,25451.0,0.14594595,0.2972973,0.27027026,0.11891892,0.027027028,0.14054054,091,270,Vanhakaupunki,53.3234144639721
0,0.03846154,0.0,0.0,0.13942307,0.100961536,0.03846154,0.07692308,0.033653848,0.048076924,0.1826923,0.024038462,0.15865384,0.125,0.057692308,0.11057692,0.3221154,0.028846154,0.29326922,0.07692308,0.0625,0.15384616,0.35576922,0.0625,0.29326922,0.08713693,0.16597511,,0.19502075,,0.21369295,0.30497926,83536.0,34792.0,0.43949044,0.27388534,0.12101911,0.08280255,0.006369427,0.07643312,091,281,Pirkkola,76.8543783242257
1,0.024752475,0.004950495,0.0,0.08415841,0.054455444,0.02970297,0.06435644,0.04950495,0.054455444,0.17326732,0.004950495,0.16831683,0.06930693,0.074257426,0.22277227,0.38613862,0.01980198,0.36633664,0.07920792,0.089108914,0.11386139,0.35643566,0.074257426,0.28217822,0.062240664,0.16597511,0.026970955,0.21369295,,0.22614108,0.25518674,83536.0,34792.0,0.43949044,0.27388534,0.12101911,0.08280255,0.006369427,0.07643312,091,281,Pirkkola,76.8543783242257
0,0.04070369,0.0017247327,0.0,0.102794066,0.060365643,0.042428423,0.1497068,0.081062436,0.07864781,0.38565022,0.076233186,0.30941704,0.12004139,0.047947567,0.05657123,0.2956192,0.07105899,0.22456019,0.06726457,0.03173508,0.035529494,0.21593653,0.08140738,0.13452914,0.07660035,0.11246447,,0.2027338,0.043036945,0.24577074,0.22316958,39729.0,23227.0,0.25141066,0.25266457,0.18996865,0.09341693,0.03322884,0.17931035,091,282,Maunula,16.1269380523014
1,0.030070756,0.007959906,0.00029481133,0.08755896,0.04923349,0.03832547,0.10436321,0.08755896,0.102004714,0.3287146,0.034787737,0.2939269,0.086379714,0.0651533,0.06869104,0.2676887,0.047464624,0.22022405,0.081367925,0.063384436,0.030660378,0.31603774,0.140625,0.17541273,0.07199892,0.17309514,0.037894167,0.21897416,0.029097307,0.24807146,0.28298822,39729.0,23227.0,0.25141066,0.25266457,0.18996865,0.09341693,0.03322884,0.17931035,091,282,Maunula,16.1269380523014
0,0.044585988,0.0,0.0,0.15286624,0.10828026,0.044585988,0.11677282,0.050955415,0.09978768,0.3205945,0.053078555,0.26751593,0.07643312,0.0955414,0.13588111,0.36305732,0.055201698,0.30785564,0.016985139,0.05944798,0.067940556,0.16348195,0.01910828,0.14437367,0.083333336,0.115248226,,0.22783688,0.021276595,0.24911347,0.25177306,81668.0,35753.0,0.26498422,0.36908516,0.13249211,0.14195584,0.009463723,0.08201893,091,283,Metsala,15.2929431650338
1,0.031982943,0.0021321962,0.0,0.11513859,0.081023455,0.03411514,0.05970149,0.09594883,0.14498934,0.31982943,0.019189766,0.30063966,0.07036247,0.10021322,0.15778251,0.35181236,0.023454158,0.3283582,0.031982943,0.08315565,0.05970149,0.21321961,0.03837953,0.1748401,0.083333336,0.11347517,0.043439716,0.2393617,0.019503547,0.25886524,0.24024823,81668.0,35753.0,0.26498422,0.36908516,0.13249211,0.14195584,0.009463723,0.08201893,091,283,Metsala,15.2929431650338
0,0.046642248,0.0041514044,0.00024420026,0.115018316,0.06398047,0.05103785,0.13431014,0.0969475,0.11184371,0.406105,0.06300367,0.34310135,0.09035409,0.06178266,0.07667888,0.26959708,0.040781442,0.22881563,0.052747253,0.05006105,0.053479854,0.20927961,0.052991454,0.15628816,0.07916236,0.10789745,0.0356841,0.22039628,0.02563621,0.24603249,0.22274391,56447.0,29827.0,0.29755178,0.2693032,0.18305084,0.09340867,0.025235405,0.13145009,091,284,Patola,27.7641082861571
1,0.042731464,0.007750314,0.00020946795,0.10138249,0.050691243,0.050691243,0.08818601,0.1137411,0.1353163,0.37264347,0.035400085,0.3372434,0.06556347,0.0816925,0.08253037,0.2568077,0.027021365,0.22978634,0.06954336,0.07205698,0.040427316,0.26916632,0.08713867,0.18202765,0.07258897,0.15400507,0.038782984,0.2447178,0.021128744,0.26584655,0.26537704,56447.0,29827.0,0.29755178,0.2693032,0.18305084,0.09340867,0.025235405,0.13145009,091,284,Patola,27.7641082861571
0,0.0433213,0.0036101083,0.0,0.1064982,0.05956679,0.04693141,0.11732852,0.06498195,0.12815884,0.36552346,0.05505415,0.3104693,0.07129964,0.06859206,0.11462094,0.3059567,0.051444042,0.25451264,0.042418774,0.057761732,0.08844765,0.22202165,0.033393502,0.18862815,0.09503844,0.10726765,,0.22571628,0.02271139,0.24842767,0.23375262,72937.0,33534.0,0.27686915,0.3165888,0.18574767,0.088785045,0.029205607,0.10280374,091,285,Verajamaki,34.9001317759589
1,0.038619556,0.007395234,0.0,0.11339359,0.0673788,0.04601479,0.06655711,0.09778143,0.14708298,0.34100246,0.029580936,0.3114215,0.05834018,0.06820049,0.112571895,0.2703369,0.031224322,0.23911257,0.05834018,0.07066557,0.06409203,0.27526706,0.08216927,0.19309779,0.09259259,0.13801537,0.041579314,0.22257163,0.023060797,0.24563242,0.2721873,72937.0,33534.0,0.27686915,0.3165888,0.18574767,0.088785045,0.029205607,0.10280374,091,285,Verajamaki,34.9001317759589
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,091,286,Maunulanpuisto,95.5502740882718
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,091,286,Maunulanpuisto,95.5502740882718
0,0.03440367,0.0,0.0,0.14220184,0.10779817,0.03440367,0.1559633,0.0940367,0.06651376,0.38761467,0.07110092,0.31651375,0.16743119,0.10091743,0.04587156,0.3738532,0.059633028,0.3142202,0.03211009,0.01146789,0.0091743115,0.09633028,0.04357798,0.052752294,0.115072936,0.061588332,0.03241491,0.22285251,0.036466774,0.25931928,0.20907618,41870.0,20242.0,0.2,0.24,0.21,0.1,0.023333333,0.22666667,091,287,Verajalaakso,61.1089486315988
1,0.022181146,0.0,0.0,0.09057301,0.06839187,0.022181146,0.12754159,0.09057301,0.08872458,0.3715342,0.06469501,0.3068392,0.11275416,0.1349353,0.055452865,0.3715342,0.06839187,0.30314234,0.060998153,0.036968578,0.0018484289,0.16635859,0.06654344,0.09981516,0.09319287,0.11345219,0.044570502,0.25121555,0.029173419,0.28038898,0.25121555,41870.0,20242.0,0.2,0.24,0.21,0.1,0.023333333,0.22666667,091,287,Verajalaakso,61.1089486315988
0,0.06033805,0.0072720125,0.00039308175,0.11812107,0.050117925,0.06800315,0.15349843,0.13482705,0.15664308,0.5033412,0.058372643,0.44496855,0.07861635,0.05345912,0.074882075,0.24017295,0.033215407,0.20695755,0.03105346,0.03380503,0.042845912,0.13836478,0.030660378,0.1077044,0.05867045,0.08343191,0.03674789,0.25384432,0.027206056,0.28105038,0.17885025,48195.0,30123.0,0.24690881,0.253864,0.2863215,0.0942813,0.01584235,0.10278207,091,291,Etela-Haaga,29.590742338665
1,0.080653064,0.02122449,0.0014693878,0.14187755,0.03853061,0.10334694,0.08914286,0.14873469,0.18383673,0.45061225,0.02889796,0.42171428,0.04212245,0.06155102,0.08163265,0.20065306,0.015346939,0.18530612,0.047510203,0.061877552,0.03722449,0.20685714,0.0602449,0.14661224,0.05709329,0.12301869,0.04384512,0.29492941,0.021212839,0.31614226,0.2239571,48195.0,30123.0,0.24690881,0.253864,0.2863215,0.0942813,0.01584235,0.10278207,091,291,Etela-Haaga,29.590742338665
