"Alue,""Paaasiallinen toiminta"",""Sukupuoli"",""Vaesto yhteensa 2021"",""15-64-vuotiaat yhteensa 2021"",""0-14-vuotiaat 2021"",""15-29-vuotiaat 2021"",""30-44-vuotiaat 2021"",""45-59-vuotiaat 2021"",""Yli 60-vuotiaat 2021"""
"091 204 Hernesaari,""Tyovoima"",""Naiset"",370,-1,0,-1,112,104,41"
"091 204 Hernesaari,""Tyolliset"",""Yhteensa"",661,644,0,183,230,175,73"
"091 204 Hernesaari,""Tyolliset"",""Miehet"",322,-1,0,-1,118,87,38"
"091 204 Hernesaari,""Tyolliset"",""Naiset"",339,-1,0,-1,112,88,35"
"091 204 Hernesaari,""Tyottomat"",""Yhteensa"",70,70,0,15,11,32,12"
"091 204 Hernesaari,""Tyottomat"",""Miehet"",39,-1,0,-1,-1,16,-1"
"091 204 Hernesaari,""Tyottomat"",""Naiset"",31,-1,0,-1,0,16,-1"
"091 204 Hernesaari,""Tyovoiman ulkopuolella olevat"",""Yhteensa"",450,160,105,77,35,31,202"
"091 204 Hernesaari,""Tyovoiman ulkopuolella olevat"",""Miehet"",218,-1,53,-1,-1,-1,92"
"091 204 Hernesaari,""Tyovoiman ulkopuolella olevat"",""Naiset"",232,-1,52,37,-1,-1,110"
"091 204 Hernesaari,""0-14-vuotiaat"",""Yhteensa"",105,0,105,0,0,0,0"
"091 204 Hernesaari,""0-14-vuotiaat"",""Miehet"",53,0,53,0,0,0,0"
"091 204 Hernesaari,""0-14-vuotiaat"",""Naiset"",52,0,52,0,0,0,0"
"091 204 Hernesaari,""Opiskelijat, koululaiset, varus- ja siviilipalvelu"",""Yhteensa"",65,-1,0,-1,-1,-1,0"
"091 204 Hernesaari,""Opiskelijat, koululaiset, varus- ja siviilipalvelu"",""Miehet"",-1,-1,0,-1,-1,-1,0"
"091 204 Hernesaari,""Opiskelijat, koululaiset, varus- ja siviilipalvelu"",""Naiset"",33,-1,0,28,-1,-1,0"
"091 204 Hernesaari,""Elakelaiset ja muut"",""Yhteensa"",280,95,0,19,31,28,202"
"091 204 Hernesaari,""Elakelaiset ja muut"",""Miehet"",133,-1,0,-1,-1,-1,-1"
"091 204 Hernesaari,""Elakelaiset ja muut"",""Naiset"",147,-1,0,-1,-1,-1,-1"
"091 520 Suomenlinna,""Koko vaesto"",""Yhteensa"",695,440,172,71,162,173,117"
"091 520 Suomenlinna,""Koko vaesto"",""Miehet"",339,210,90,38,72,89,50"
"091 520 Suomenlinna,""Koko vaesto"",""Naiset"",356,230,82,33,90,84,67"
"091 520 Suomenlinna,""Tyovoima"",""Yhteensa"",359,355,0,28,140,160,31"
"091 520 Suomenlinna,""Tyovoima"",""Miehet"",170,-1,0,-1,63,83,-1"
"091 520 Suomenlinna,""Tyovoima"",""Naiset"",189,-1,0,-1,77,77,-1"
"091 520 Suomenlinna,""Tyolliset"",""Yhteensa"",325,321,0,25,133,142,25"
"091 520 Suomenlinna,""Tyolliset"",""Miehet"",157,-1,0,-1,59,76,-1"
"091 520 Suomenlinna,""Tyolliset"",""Naiset"",168,-1,0,-1,74,66,-1"
"091 520 Suomenlinna,""Tyottomat"",""Yhteensa"",34,34,0,-1,-1,18,-1"
"091 520 Suomenlinna,""Tyottomat"",""Miehet"",13,-1,0,-1,-1,-1,0"
"091 520 Suomenlinna,""Tyottomat"",""Naiset"",21,-1,0,-1,-1,-1,-1"
"091 520 Suomenlinna,""Tyovoiman ulkopuolella olevat"",""Yhteensa"",336,85,172,43,22,13,86"
"091 520 Suomenlinna,""Tyovoiman ulkopuolella olevat"",""Miehet"",169,-1,90,-1,-1,-1,-1"
"091 520 Suomenlinna,""Tyovoiman ulkopuolella olevat"",""Naiset"",167,-1,82,-1,-1,-1,-1"
"091 520 Suomenlinna,""0-14-vuotiaat"",""Yhteensa"",172,0,172,0,0,0,0"
"091 520 Suomenlinna,""0-14-vuotiaat"",""Miehet"",90,0,90,0,0,0,0"
"091 520 Suomenlinna,""0-14-vuotiaat"",""Naiset"",82,0,82,0,0,0,0"
"091 520 Suomenlinna,""Opiskelijat, koululaiset, varus- ja siviilipalvelu"",""Yhteensa"",54,53,0,39,11,-1,-1"
"091 520 Suomenlinna,""Opiskelijat, koululaiset, varus- ja siviilipalvelu"",""Miehet"",26,-1,0,-1,-1,-1,-1"
"091 520 Suomenlinna,""Opiskelijat, koululaiset, varus- ja siviilipalvelu"",""Naiset"",28,-1,0,-1,-1,-1,0"
"091 520 Suomenlinna,""Elakelaiset ja muut"",""Yhteensa"",110,32,0,-1,11,11,84"
"091 520 Suomenlinna,""Elakelaiset ja muut"",""Miehet"",53,-1,0,-1,-1,-1,-1"
"091 520 Suomenlinna,""Elakelaiset ja muut"",""Naiset"",57,-1,0,-1,-1,-1,-1"
"091 531 Lansisaaret,""Koko vaesto"",""Yhteensa"",-1,-1,-1,-1,-1,-1,-1"
"091 531 Lansisaaret,""Koko vaesto"",""Miehet"",-1,-1,-1,-1,-1,-1,-1"
"091 531 Lansisaaret,""Koko vaesto"",""Naiset"",-1,-1,-1,-1,-1,-1,-1"
"091 531 Lansisaaret,""Tyovoima"",""Yhteensa"",-1,-1,-1,-1,-1,-1,-1"
"091 531 Lansisaaret,""Tyovoima"",""Miehet"",-1,-1,-1,-1,-1,-1,-1"
"091 531 Lansisaaret,""Tyovoima"",""Naiset"",-1,-1,-1,-1,-1,-1,-1"
"091 531 Lansisaaret,""Tyolliset"",""Yhteensa"",-1,-1,-1,-1,-1,-1,-1"
"091 531 Lansisaaret,""Tyolliset"",""Miehet"",-1,-1,-1,-1,-1,-1,-1"
"091 531 Lansisaaret,""Tyolliset"",""Naiset"",-1,-1,-1,-1,-1,-1,-1"
"091 531 Lansisaaret,""Tyottomat"",""Yhteensa"",-1,-1,-1,-1,-1,-1,-1"
"091 531 Lansisaaret,""Tyottomat"",""Miehet"",-1,-1,-1,-1,-1,-1,-1"
"091 531 Lansisaaret,""Tyottomat"",""Naiset"",-1,-1,-1,-1,-1,-1,-1"
"091 531 Lansisaaret,""Tyovoiman ulkopuolella olevat"",""Yhteensa"",-1,-1,-1,-1,-1,-1,-1"
"091 531 Lansisaaret,""Tyovoiman ulkopuolella olevat"",""Miehet"",-1,-1,-1,-1,-1,-1,-1"
"091 531 Lansisaaret,""Tyovoiman ulkopuolella olevat"",""Naiset"",-1,-1,-1,-1,-1,-1,-1"
"091 531 Lansisaaret,""0-14-vuotiaat"",""Yhteensa"",-1,-1,-1,-1,-1,-1,-1"
"091 531 Lansisaaret,""0-14-vuotiaat"",""Miehet"",-1,-1,-1,-1,-1,-1,-1"
"091 531 Lansisaaret,""0-14-vuotiaat"",""Naiset"",-1,-1,-1,-1,-1,-1,-1"
"091 531 Lansisaaret,""Opiskelijat, koululaiset, varus- ja siviilipalvelu"",""Yhteensa"",-1,-1,-1,-1,-1,-1,-1"
"091 531 Lansisaaret,""Opiskelijat, koululaiset, varus- ja siviilipalvelu"",""Miehet"",-1,-1,-1,-1,-1,-1,-1"
"091 531 Lansisaaret,""Opiskelijat, koululaiset, varus- ja siviilipalvelu"",""Naiset"",-1,-1,-1,-1,-1,-1,-1"
"091 531 Lansisaaret,""Elakelaiset ja muut"",""Yhteensa"",-1,-1,-1,-1,-1,-1,-1"
"091 531 Lansisaaret,""Elakelaiset ja muut"",""Miehet"",-1,-1,-1,-1,-1,-1,-1"
"091 531 Lansisaaret,""Elakelaiset ja muut"",""Naiset"",-1,-1,-1,-1,-1,-1,-1"
"091 103 Kampinmalmin peruspiiri,""Koko vaesto"",""Yhteensa"",43738,31959,5308,11057,11518,7342,8513"
"091 103 Kampinmalmin peruspiiri,""Koko vaesto"",""Miehet"",20749,15436,2680,4929,5886,3631,3623"
"091 103 Kampinmalmin peruspiiri,""Koko vaesto"",""Naiset"",22989,16523,2628,6128,5632,3711,4890"
"091 103 Kampinmalmin peruspiiri,""Tyovoima"",""Yhteensa"",25840,25534,0,7313,10151,6540,1836"
"091 103 Kampinmalmin peruspiiri,""Tyovoima"",""Miehet"",12526,12382,0,3094,5305,3249,878"
"091 103 Kampinmalmin peruspiiri,""Tyovoima"",""Naiset"",13314,13152,0,4219,4846,3291,958"
"091 103 Kampinmalmin peruspiiri,""Tyolliset"",""Yhteensa"",23878,23572,0,6950,9427,5907,1594"
"091 103 Kampinmalmin peruspiiri,""Tyolliset"",""Miehet"",11531,11387,0,2913,4959,2907,752"
"091 103 Kampinmalmin peruspiiri,""Tyolliset"",""Naiset"",12347,12185,0,4037,4468,3000,842"
"091 103 Kampinmalmin peruspiiri,""Tyottomat"",""Yhteensa"",1962,1962,0,363,724,633,242"
"091 103 Kampinmalmin peruspiiri,""Tyottomat"",""Miehet"",995,995,0,181,346,342,126"
"091 103 Kampinmalmin peruspiiri,""Tyottomat"",""Naiset"",967,967,0,182,378,291,116"
"091 103 Kampinmalmin peruspiiri,""Tyovoiman ulkopuolella olevat"",""Yhteensa"",17898,6425,5308,3744,1367,802,6677"
"091 103 Kampinmalmin peruspiiri,""Tyovoiman ulkopuolella olevat"",""Miehet"",8223,3054,2680,1835,581,382,2745"
"091 103 Kampinmalmin peruspiiri,""Tyovoiman ulkopuolella olevat"",""Naiset"",9675,3371,2628,1909,786,420,3932"
"091 103 Kampinmalmin peruspiiri,""0-14-vuotiaat"",""Yhteensa"",5308,0,5308,0,0,0,0"
"091 103 Kampinmalmin peruspiiri,""0-14-vuotiaat"",""Miehet"",2680,0,2680,0,0,0,0"
"091 103 Kampinmalmin peruspiiri,""0-14-vuotiaat"",""Naiset"",2628,0,2628,0,0,0,0"
"091 103 Kampinmalmin peruspiiri,""Opiskelijat, koululaiset, varus- ja siviilipalvelu"",""Yhteensa"",3803,3785,0,3233,430,110,30"
"091 103 Kampinmalmin peruspiiri,""Opiskelijat, koululaiset, varus- ja siviilipalvelu"",""Miehet"",1805,-1,0,-1,167,41,-1"
"091 103 Kampinmalmin peruspiiri,""Opiskelijat, koululaiset, varus- ja siviilipalvelu"",""Naiset"",1998,-1,0,-1,263,69,-1"
"091 103 Kampinmalmin peruspiiri,""Elakelaiset ja muut"",""Yhteensa"",8787,2640,0,511,937,692,6647"
"091 103 Kampinmalmin peruspiiri,""Elakelaiset ja muut"",""Miehet"",3738,-1,0,-1,414,341,2731"
"091 103 Kampinmalmin peruspiiri,""Elakelaiset ja muut"",""Naiset"",5049,-1,0,-1,523,351,3916"
"091 40 Kamppi,""Koko vaesto"",""Yhteensa"",12168,9153,1045,3136,3368,2096,2523"
"091 40 Kamppi,""Koko vaesto"",""Miehet"",5798,4475,516,1323,1770,1106,1083"
"091 40 Kamppi,""Koko vaesto"",""Naiset"",6370,4678,529,1813,1598,990,1440"
"091 40 Kamppi,""Tyovoima"",""Yhteensa"",7538,7454,0,2250,2958,1836,494"
"091 40 Kamppi,""Tyovoima"",""Miehet"",3689,3654,0,910,1567,977,235"
"091 40 Kamppi,""Tyovoima"",""Naiset"",3849,3800,0,1340,1391,859,259"
"091 40 Kamppi,""Tyolliset"",""Yhteensa"",6946,6862,0,2141,2731,1655,419"
"091 40 Kamppi,""Tyolliset"",""Miehet"",3360,3325,0,853,1446,869,192"
"091 40 Kamppi,""Tyolliset"",""Naiset"",3586,3537,0,1288,1285,786,227"
"091 40 Kamppi,""Tyottomat"",""Yhteensa"",592,592,0,109,227,181,75"
"091 40 Kamppi,""Tyottomat"",""Miehet"",329,-1,0,-1,121,108,43"
"091 40 Kamppi,""Tyottomat"",""Naiset"",263,-1,0,-1,106,73,32"
"091 40 Kamppi,""Tyovoiman ulkopuolella olevat"",""Yhteensa"",4630,1699,1045,886,410,260,2029"
"091 40 Kamppi,""Tyovoiman ulkopuolella olevat"",""Miehet"",2109,821,516,413,203,129,848"
"091 40 Kamppi,""Tyovoiman ulkopuolella olevat"",""Naiset"",2521,878,529,473,207,131,1181"
"091 40 Kamppi,""0-14-vuotiaat"",""Yhteensa"",1045,0,1045,0,0,0,0"
"091 40 Kamppi,""0-14-vuotiaat"",""Miehet"",516,0,516,0,0,0,0"
"091 40 Kamppi,""0-14-vuotiaat"",""Naiset"",529,0,529,0,0,0,0"
"091 40 Kamppi,""Opiskelijat, koululaiset, varus- ja siviilipalvelu"",""Yhteensa"",910,905,0,759,113,31,-1"
"091 40 Kamppi,""Opiskelijat, koululaiset, varus- ja siviilipalvelu"",""Miehet"",418,-1,0,-1,54,-1,-1"
"091 40 Kamppi,""Opiskelijat, koululaiset, varus- ja siviilipalvelu"",""Naiset"",492,-1,0,-1,59,-1,-1"
"091 40 Kamppi,""Elakelaiset ja muut"",""Yhteensa"",2675,794,0,127,297,229,2022"
"091 40 Kamppi,""Elakelaiset ja muut"",""Miehet"",1175,-1,0,-1,-1,114,-1"
"091 40 Kamppi,""Elakelaiset ja muut"",""Naiset"",1500,-1,0,-1,-1,115,-1"
"091 130 Etu-Toolo,""Koko vaesto"",""Yhteensa"",14528,10312,1470,3549,3354,2666,3489"
"091 130 Etu-Toolo,""Koko vaesto"",""Miehet"",6721,4870,725,1516,1675,1299,1506"
"091 130 Etu-Toolo,""Koko vaesto"",""Naiset"",7807,5442,745,2033,1679,1367,1983"
"091 130 Etu-Toolo,""Tyovoima"",""Yhteensa"",8368,8253,0,2257,2996,2431,684"
"091 130 Etu-Toolo,""Tyovoima"",""Miehet"",3940,3876,0,897,1507,1184,352"
"091 130 Etu-Toolo,""Tyovoima"",""Naiset"",4428,4377,0,1360,1489,1247,332"
"091 130 Etu-Toolo,""Tyolliset"",""Yhteensa"",7799,7684,0,2156,2803,2235,605"
"091 130 Etu-Toolo,""Tyolliset"",""Miehet"",3651,3587,0,847,1413,1080,311"
"091 130 Etu-Toolo,""Tyolliset"",""Naiset"",4148,4097,0,1309,1390,1155,294"
"091 130 Etu-Toolo,""Tyottomat"",""Yhteensa"",569,569,0,101,193,196,79"
"091 130 Etu-Toolo,""Tyottomat"",""Miehet"",289,-1,0,-1,94,104,41"
"091 130 Etu-Toolo,""Tyottomat"",""Naiset"",280,280,0,51,99,92,38"
"091 130 Etu-Toolo,""Tyovoiman ulkopuolella olevat"",""Yhteensa"",6160,2059,1470,1292,358,235,2805"
"091 130 Etu-Toolo,""Tyovoiman ulkopuolella olevat"",""Miehet"",2781,994,725,619,168,115,1154"
"091 130 Etu-Toolo,""Tyovoiman ulkopuolella olevat"",""Naiset"",3379,1065,745,673,190,120,1651"
"091 130 Etu-Toolo,""0-14-vuotiaat"",""Yhteensa"",1470,0,1470,0,0,0,0"
"091 130 Etu-Toolo,""0-14-vuotiaat"",""Miehet"",725,0,725,0,0,0,0"
"091 130 Etu-Toolo,""0-14-vuotiaat"",""Naiset"",745,0,745,0,0,0,0"
"091 130 Etu-Toolo,""Opiskelijat, koululaiset, varus- ja siviilipalvelu"",""Yhteensa"",1315,1309,0,1135,133,34,13"
"091 130 Etu-Toolo,""Opiskelijat, koululaiset, varus- ja siviilipalvelu"",""Miehet"",606,-1,0,-1,44,-1,-1"
"091 130 Etu-Toolo,""Opiskelijat, koululaiset, varus- ja siviilipalvelu"",""Naiset"",709,-1,0,595,89,-1,-1"
"091 130 Etu-Toolo,""Elakelaiset ja muut"",""Yhteensa"",3375,750,0,157,225,201,2792"
"091 130 Etu-Toolo,""Elakelaiset ja muut"",""Miehet"",1450,-1,0,-1,-1,100,-1"
"091 130 Etu-Toolo,""Elakelaiset ja muut"",""Naiset"",1925,-1,0,-1,-1,101,-1"
"091 201 Ruoholahti,""Koko vaesto"",""Yhteensa"",2852,1985,444,552,694,579,583"
"091 201 Ruoholahti,""Koko vaesto"",""Miehet"",1394,990,231,283,362,279,239"
"091 201 Ruoholahti,""Koko vaesto"",""Naiset"",1458,995,213,269,332,300,344"
"091 201 Ruoholahti,""Tyovoima"",""Yhteensa"",1526,1506,0,307,578,504,137"
"091 201 Ruoholahti,""Tyovoima"",""Miehet"",767,758,0,154,317,237,59"
"091 201 Ruoholahti,""Tyovoima"",""Naiset"",759,748,0,153,261,267,-1"
"091 201 Ruoholahti,""Tyolliset"",""Yhteensa"",1358,1338,0,287,524,432,115"
"091 201 Ruoholahti,""Tyolliset"",""Miehet"",678,669,0,140,289,199,50"
"091 201 Ruoholahti,""Tyolliset"",""Naiset"",680,669,0,147,235,233,-1"
"091 201 Ruoholahti,""Tyottomat"",""Yhteensa"",168,168,0,20,54,72,22"
"091 201 Ruoholahti,""Tyottomat"",""Miehet"",89,-1,0,-1,28,38,-1"
"091 201 Ruoholahti,""Tyottomat"",""Naiset"",79,-1,0,-1,26,34,13"
"091 201 Ruoholahti,""Tyovoiman ulkopuolella olevat"",""Yhteensa"",1326,479,444,245,116,75,446"
"091 201 Ruoholahti,""Tyovoiman ulkopuolella olevat"",""Miehet"",627,232,231,129,45,42,180"
"091 201 Ruoholahti,""Tyovoiman ulkopuolella olevat"",""Naiset"",699,247,213,116,71,33,266"
"091 201 Ruoholahti,""0-14-vuotiaat"",""Yhteensa"",444,0,444,0,0,0,0"
"091 201 Ruoholahti,""0-14-vuotiaat"",""Miehet"",231,0,231,0,0,0,0"
"091 201 Ruoholahti,""0-14-vuotiaat"",""Naiset"",213,0,213,0,0,0,0"
"091 201 Ruoholahti,""Opiskelijat, koululaiset, varus- ja siviilipalvelu"",""Yhteensa"",233,-1,0,-1,33,-1,-1"
"091 201 Ruoholahti,""Opiskelijat, koululaiset, varus- ja siviilipalvelu"",""Miehet"",-1,-1,0,-1,-1,-1,-1"
"091 201 Ruoholahti,""Opiskelijat, koululaiset, varus- ja siviilipalvelu"",""Naiset"",114,-1,0,90,-1,-1,-1"
"091 201 Ruoholahti,""Elakelaiset ja muut"",""Yhteensa"",649,247,0,52,83,70,444"
"091 201 Ruoholahti,""Elakelaiset ja muut"",""Miehet"",277,-1,0,-1,-1,-1,-1"
"091 201 Ruoholahti,""Elakelaiset ja muut"",""Naiset"",372,-1,0,-1,-1,-1,-1"
"091 202 Lapinlahti,""Koko vaesto"",""Yhteensa"",-1,-1,-1,-1,-1,-1,-1"
"091 202 Lapinlahti,""Koko vaesto"",""Miehet"",-1,-1,-1,-1,-1,-1,-1"
"091 202 Lapinlahti,""Koko vaesto"",""Naiset"",-1,-1,-1,-1,-1,-1,-1"
"091 202 Lapinlahti,""Tyovoima"",""Yhteensa"",-1,-1,-1,-1,-1,-1,-1"
"091 202 Lapinlahti,""Tyovoima"",""Miehet"",-1,-1,-1,-1,-1,-1,-1"
"091 202 Lapinlahti,""Tyovoima"",""Naiset"",-1,-1,-1,-1,-1,-1,-1"
"091 202 Lapinlahti,""Tyolliset"",""Yhteensa"",-1,-1,-1,-1,-1,-1,-1"
"091 202 Lapinlahti,""Tyolliset"",""Miehet"",-1,-1,-1,-1,-1,-1,-1"
"091 202 Lapinlahti,""Tyolliset"",""Naiset"",-1,-1,-1,-1,-1,-1,-1"
"091 202 Lapinlahti,""Tyottomat"",""Yhteensa"",-1,-1,-1,-1,-1,-1,-1"
"091 202 Lapinlahti,""Tyottomat"",""Miehet"",-1,-1,-1,-1,-1,-1,-1"
"091 202 Lapinlahti,""Tyottomat"",""Naiset"",-1,-1,-1,-1,-1,-1,-1"
"091 202 Lapinlahti,""Tyovoiman ulkopuolella olevat"",""Yhteensa"",-1,-1,-1,-1,-1,-1,-1"
"091 202 Lapinlahti,""Tyovoiman ulkopuolella olevat"",""Miehet"",-1,-1,-1,-1,-1,-1,-1"
"091 202 Lapinlahti,""Tyovoiman ulkopuolella olevat"",""Naiset"",-1,-1,-1,-1,-1,-1,-1"
"091 202 Lapinlahti,""0-14-vuotiaat"",""Yhteensa"",-1,-1,-1,-1,-1,-1,-1"
"091 202 Lapinlahti,""0-14-vuotiaat"",""Miehet"",-1,-1,-1,-1,-1,-1,-1"
"091 202 Lapinlahti,""0-14-vuotiaat"",""Naiset"",-1,-1,-1,-1,-1,-1,-1"
"091 202 Lapinlahti,""Opiskelijat, koululaiset, varus- ja siviilipalvelu"",""Yhteensa"",-1,-1,-1,-1,-1,-1,-1"
"091 202 Lapinlahti,""Opiskelijat, koululaiset, varus- ja siviilipalvelu"",""Miehet"",-1,-1,-1,-1,-1,-1,-1"
"091 202 Lapinlahti,""Opiskelijat, koululaiset, varus- ja siviilipalvelu"",""Naiset"",-1,-1,-1,-1,-1,-1,-1"
"091 202 Lapinlahti,""Elakelaiset ja muut"",""Yhteensa"",-1,-1,-1,-1,-1,-1,-1"
"091 202 Lapinlahti,""Elakelaiset ja muut"",""Miehet"",-1,-1,-1,-1,-1,-1,-1"
"091 202 Lapinlahti,""Elakelaiset ja muut"",""Naiset"",-1,-1,-1,-1,-1,-1,-1"
"091 203 Jatkasaari,""Koko vaesto"",""Yhteensa"",14165,10488,2349,3820,4099,1989,1908"
"091 203 Jatkasaari,""Koko vaesto"",""Miehet"",6826,5092,1208,1807,2078,944,789"
"091 203 Jatkasaari,""Koko vaesto"",""Naiset"",7339,5396,1141,2013,2021,1045,1119"
"091 203 Jatkasaari,""Tyovoima"",""Yhteensa"",8405,8318,0,2499,3619,1768,519"
"091 203 Jatkasaari,""Tyovoima"",""Miehet"",4129,4093,0,1133,1914,851,-1"
"091 203 Jatkasaari,""Tyovoima"",""Naiset"",4276,4225,0,1366,1705,917,-1"
"091 203 Jatkasaari,""Tyolliset"",""Yhteensa"",7772,7685,0,2366,3369,1584,453"
"091 203 Jatkasaari,""Tyolliset"",""Miehet"",3841,3805,0,1073,1811,759,-1"
"091 203 Jatkasaari,""Tyolliset"",""Naiset"",3931,3880,0,1293,1558,825,-1"
"091 203 Jatkasaari,""Tyottomat"",""Yhteensa"",633,633,0,133,250,184,66"
"091 203 Jatkasaari,""Tyottomat"",""Miehet"",288,-1,0,-1,103,92,33"
"091 203 Jatkasaari,""Tyottomat"",""Naiset"",345,-1,0,-1,147,92,33"
"091 203 Jatkasaari,""Tyovoiman ulkopuolella olevat"",""Yhteensa"",5760,2170,2349,1321,480,221,1389"
"091 203 Jatkasaari,""Tyovoiman ulkopuolella olevat"",""Miehet"",2697,999,1208,674,164,93,558"
"091 203 Jatkasaari,""Tyovoiman ulkopuolella olevat"",""Naiset"",3063,1171,1141,647,316,128,831"
"091 203 Jatkasaari,""0-14-vuotiaat"",""Yhteensa"",2349,0,2349,0,0,0,0"
"091 203 Jatkasaari,""0-14-vuotiaat"",""Miehet"",1208,0,1208,0,0,0,0"
"091 203 Jatkasaari,""0-14-vuotiaat"",""Naiset"",1141,0,1141,0,0,0,0"
"091 203 Jatkasaari,""Opiskelijat, koululaiset, varus- ja siviilipalvelu"",""Yhteensa"",1345,1339,0,1146,151,40,-1"
"091 203 Jatkasaari,""Opiskelijat, koululaiset, varus- ja siviilipalvelu"",""Miehet"",662,-1,0,-1,55,-1,-1"
"091 203 Jatkasaari,""Opiskelijat, koululaiset, varus- ja siviilipalvelu"",""Naiset"",683,-1,0,-1,96,-1,-1"
"091 203 Jatkasaari,""Elakelaiset ja muut"",""Yhteensa"",2066,831,0,175,329,181,1381"
"091 203 Jatkasaari,""Elakelaiset ja muut"",""Miehet"",827,-1,0,-1,109,83,-1"
"091 203 Jatkasaari,""Elakelaiset ja muut"",""Naiset"",1239,-1,0,-1,220,98,-1"
"091 104 Taka-Toolon peruspiiri,""Koko vaesto"",""Yhteensa"",15275,10863,1559,3705,4022,2445,3544"
"091 104 Taka-Toolon peruspiiri,""Koko vaesto"",""Miehet"",6876,4973,800,1524,1972,1186,1394"
"091 104 Taka-Toolon peruspiiri,""Koko vaesto"",""Naiset"",8399,5890,759,2181,2050,1259,2150"
"091 104 Taka-Toolon peruspiiri,""Tyovoima"",""Yhteensa"",9049,8927,0,2575,3575,2242,657"
"091 104 Taka-Toolon peruspiiri,""Tyovoima"",""Miehet"",4132,4074,0,999,1762,1085,286"
"091 104 Taka-Toolon peruspiiri,""Tyovoima"",""Naiset"",4917,4853,0,1576,1813,1157,371"
"091 104 Taka-Toolon peruspiiri,""Tyolliset"",""Yhteensa"",8393,8271,0,2455,3313,2043,582"
"091 104 Taka-Toolon peruspiiri,""Tyolliset"",""Miehet"",3790,3732,0,942,1632,968,248"
"091 104 Taka-Toolon peruspiiri,""Tyolliset"",""Naiset"",4603,4539,0,1513,1681,1075,334"
"091 104 Taka-Toolon peruspiiri,""Tyottomat"",""Yhteensa"",656,656,0,120,262,199,75"
"091 104 Taka-Toolon peruspiiri,""Tyottomat"",""Miehet"",342,-1,0,-1,130,117,38"
"091 104 Taka-Toolon peruspiiri,""Tyottomat"",""Naiset"",314,-1,0,-1,132,82,37"
"091 104 Taka-Toolon peruspiiri,""Tyovoiman ulkopuolella olevat"",""Yhteensa"",6226,1936,1559,1130,447,203,2887"
"091 104 Taka-Toolon peruspiiri,""Tyovoiman ulkopuolella olevat"",""Miehet"",2744,899,800,525,210,101,1108"
"091 104 Taka-Toolon peruspiiri,""Tyovoiman ulkopuolella olevat"",""Naiset"",3482,1037,759,605,237,102,1779"
"091 104 Taka-Toolon peruspiiri,""0-14-vuotiaat"",""Yhteensa"",1559,0,1559,0,0,0,0"
"091 104 Taka-Toolon peruspiiri,""0-14-vuotiaat"",""Miehet"",800,0,800,0,0,0,0"
"091 104 Taka-Toolon peruspiiri,""0-14-vuotiaat"",""Naiset"",759,0,759,0,0,0,0"
"091 104 Taka-Toolon peruspiiri,""Opiskelijat, koululaiset, varus- ja siviilipalvelu"",""Yhteensa"",1149,1144,0,974,141,24,10"
"091 104 Taka-Toolon peruspiiri,""Opiskelijat, koululaiset, varus- ja siviilipalvelu"",""Miehet"",510,-1,0,-1,64,-1,-1"
"091 104 Taka-Toolon peruspiiri,""Opiskelijat, koululaiset, varus- ja siviilipalvelu"",""Naiset"",639,-1,0,-1,77,-1,-1"
"091 104 Taka-Toolon peruspiiri,""Elakelaiset ja muut"",""Yhteensa"",3518,792,0,156,306,179,2877"
"091 104 Taka-Toolon peruspiiri,""Elakelaiset ja muut"",""Miehet"",1434,-1,0,-1,-1,90,1104"
"091 104 Taka-Toolon peruspiiri,""Elakelaiset ja muut"",""Naiset"",2084,-1,0,-1,-1,89,1773"
"091 140 Taka-Toolo,""Koko vaesto"",""Yhteensa"",15275,10863,1559,3705,4022,2445,3544"
"091 140 Taka-Toolo,""Koko vaesto"",""Miehet"",6876,4973,800,1524,1972,1186,1394"
"091 140 Taka-Toolo,""Koko vaesto"",""Naiset"",8399,5890,759,2181,2050,1259,2150"
"091 140 Taka-Toolo,""Tyovoima"",""Yhteensa"",9049,8927,0,2575,3575,2242,657"
"091 140 Taka-Toolo,""Tyovoima"",""Miehet"",4132,4074,0,999,1762,1085,286"
"091 140 Taka-Toolo,""Tyovoima"",""Naiset"",4917,4853,0,1576,1813,1157,371"
"091 140 Taka-Toolo,""Tyolliset"",""Yhteensa"",8393,8271,0,2455,3313,2043,582"
"091 140 Taka-Toolo,""Tyolliset"",""Miehet"",3790,3732,0,942,1632,968,248"
"091 140 Taka-Toolo,""Tyolliset"",""Naiset"",4603,4539,0,1513,1681,1075,334"
"091 140 Taka-Toolo,""Tyottomat"",""Yhteensa"",656,656,0,120,262,199,75"
"091 140 Taka-Toolo,""Tyottomat"",""Miehet"",342,-1,0,-1,130,117,38"
"091 140 Taka-Toolo,""Tyottomat"",""Naiset"",314,-1,0,-1,132,82,37"
"091 140 Taka-Toolo,""Tyovoiman ulkopuolella olevat"",""Yhteensa"",6226,1936,1559,1130,447,203,2887"
"091 140 Taka-Toolo,""Tyovoiman ulkopuolella olevat"",""Miehet"",2744,899,800,525,210,101,1108"
"091 140 Taka-Toolo,""Tyovoiman ulkopuolella olevat"",""Naiset"",3482,1037,759,605,237,102,1779"
"091 140 Taka-Toolo,""0-14-vuotiaat"",""Yhteensa"",1559,0,1559,0,0,0,0"
"091 140 Taka-Toolo,""0-14-vuotiaat"",""Miehet"",800,0,800,0,0,0,0"
