INDEX;ASUKKAITA;ASVALJYYS;IKA0_9;IKA10_19;IKA20_29;IKA30_39;IKA40_49;IKA50_59;IKA60_69;IKA70_79;IKA_YLI80
9621;82;27.2;99;99;99;99;99;99;99;99;99
9622;8;70;99;99;99;99;99;99;99;99;99
9629;19;81.53;99;99;99;99;99;99;99;99;99
9630;64;50.72;99;99;99;99;99;99;99;99;99
9631;80;55.47;99;99;99;99;99;99;99;99;99
9632;159;47.14;18;29;5;19;23;26;24;9;6
9633;88;40.5;99;99;99;99;99;99;99;99;99
9634;170;44.31;28;26;9;19;33;21;11;14;9
9635;172;44.34;25;13;8;22;21;28;13;30;12
9636;166;47.28;28;25;3;15;31;29;20;8;7
9637;307;38.9;36;30;28;68;57;34;32;19;3
9638;231;36.42;20;22;26;43;31;31;27;19;12
9646;146;35.68;25;21;7;34;24;20;14;0;1
9647;32;23.16;99;99;99;99;99;99;99;99;99
9648;350;30.22;50;28;89;98;42;25;16;2;0
9651;181;31.83;24;36;8;24;29;23;22;10;5
9652;216;30.81;34;34;12;33;34;28;10;20;11
9653;219;38.55;33;41;10;15;43;29;28;18;2
9654;101;32.05;19;32;0;7;27;7;5;3;1
9655;58;31.69;99;99;99;99;99;99;99;99;99
9656;236;40.88;30;55;6;25;55;20;21;20;4
9657;17;43.18;99;99;99;99;99;99;99;99;99
9659;18;62.11;99;99;99;99;99;99;99;99;99
9660;58;45.02;99;99;99;99;99;99;99;99;99
9662;35;46.86;99;99;99;99;99;99;99;99;99
9663;55;50.71;99;99;99;99;99;99;99;99;99
9664;170;27.47;10;17;10;27;33;29;23;12;9
9665;29;53.07;99;99;99;99;99;99;99;99;99
9666;118;42.13;13;11;7;19;14;15;9;19;11
9667;410;29.64;52;44;147;88;44;20;9;6;0
9669;588;33.94;77;32;95;168;61;56;50;34;15
9670;141;47.74;20;20;6;16;25;17;19;13;5
9671;146;48.21;20;24;4;14;27;21;21;10;5
9672;182;999999999;6;12;119;36;7;2;0;0;0
9673;426;36.25;18;28;100;63;35;47;61;48;26
9674;58;46.67;99;99;99;99;99;99;99;99;99
9675;7;103.43;99;99;99;99;99;99;99;99;99
9752;5;59.6;99;99;99;99;99;99;99;99;99
9753;15;20.33;99;99;99;99;99;99;99;99;99
9756;34;45.53;99;99;99;99;99;99;99;99;99
9757;5;80.6;99;99;99;99;99;99;99;99;99
9764;13;69.18;99;99;99;99;99;99;99;99;99
9765;11;46.27;99;99;99;99;99;99;99;99;99
9766;29;60.66;99;99;99;99;99;99;99;99;99
9767;41;49.93;99;99;99;99;99;99;99;99;99
9768;8;41.13;99;99;99;99;99;99;99;99;99
9769;22;31.18;99;99;99;99;99;99;99;99;99
9770;24;40.33;99;99;99;99;99;99;99;99;99
9772;11;43.18;99;99;99;99;99;99;99;99;99
9773;10;58.5;99;99;99;99;99;99;99;99;99
9779;31;37.35;99;99;99;99;99;99;99;99;99
9780;29;32.38;99;99;99;99;99;99;99;99;99
9782;21;29.33;99;99;99;99;99;99;99;99;99
9783;57;26;99;99;99;99;99;99;99;99;99
9789;5;63.4;99;99;99;99;99;99;99;99;99
9790;79;53.53;99;99;99;99;99;99;99;99;99
9791;128;51.06;17;20;3;6;21;14;23;14;10
9792;123;46.3;19;13;6;20;14;26;10;12;3
9793;141;46.89;15;23;8;13;18;18;26;16;4
9794;118;41.63;17;17;4;15;19;17;11;13;5
9795;105;51.59;15;24;5;5;24;15;9;3;5
9796;124;45.74;18;6;7;23;9;32;9;7;13
9797;172;46.22;18;38;11;14;30;31;23;5;2
9798;147;44.17;11;40;5;9;31;25;9;6;11
9799;116;44.19;14;35;2;5;25;21;6;6;2
9800;30;25.03;99;99;99;99;99;99;99;99;99
9801;227;36.79;15;24;15;35;33;33;21;25;26
9802;488;25.18;76;69;75;76;43;56;48;27;18
9808;106;37.48;18;15;4;20;15;20;12;1;1
9809;181;36.46;38;25;5;28;35;26;15;8;1
9810;186;27.53;22;10;67;44;14;17;5;5;2
9812;122;34.5;5;3;35;30;11;13;14;8;3
9813;233;39.91;46;29;7;48;35;22;17;21;8
9814;191;40.02;29;33;11;20;40;18;24;9;7
9815;280;40.06;43;59;8;24;56;35;25;23;7
9816;215;27.72;37;68;15;28;32;22;7;6;0
9817;116;35.51;9;12;13;12;18;18;17;11;6
9818;208;46.99;23;31;14;18;28;45;19;19;11
9819;67;56.9;99;99;99;99;99;99;99;99;99
9820;117;36.32;22;23;3;19;22;17;8;2;1
9821;213;42.3;23;33;11;24;39;40;18;20;5
9822;165;43.03;16;25;2;15;30;25;30;16;6
9827;303;14.94;19;18;151;52;26;14;12;7;4
9828;1014;24.73;77;59;378;240;87;64;51;41;17
9829;394;21.86;43;49;150;81;37;22;9;2;1
9830;59;63.41;99;99;99;99;99;99;99;99;99
9831;108;47.06;12;18;7;13;24;8;9;12;5
9832;197;48.33;28;30;9;24;35;31;21;11;8
9833;222;45.31;25;59;7;9;38;54;18;9;3
9834;36;37.67;99;99;99;99;99;99;99;99;99
9835;93;43.72;99;99;99;99;99;99;99;99;99
9836;32;47.6;99;99;99;99;99;99;99;99;99
9915;19;73.63;99;99;99;99;99;99;99;99;99
9916;29;39.86;99;99;99;99;99;99;99;99;99
9917;12;34.75;99;99;99;99;99;99;99;99;99
9918;39;41.49;99;99;99;99;99;99;99;99;99
9919;7;83.43;99;99;99;99;99;99;99;99;99
9923;6;69.33;99;99;99;99;99;99;99;99;99
9926;7;44.64;99;99;99;99;99;99;99;99;99
9928;19;43.44;99;99;99;99;99;99;99;99;99
9929;41;43;99;99;99;99;99;99;99;99;99
9930;95;35.95;99;99;99;99;99;99;99;99;99
9931;18;43.06;99;99;99;99;99;99;99;99;99
9932;76;42.05;99;99;99;99;99;99;99;99;99
9947;6;33.67;99;99;99;99;99;99;99;99;99
9949;24;65.54;99;99;99;99;99;99;99;99;99
9950;111;47.97;14;20;5;7;20;17;13;11;4
9951;78;45.11;99;99;99;99;99;99;99;99;99
9952;89;45.52;99;99;99;99;99;99;99;99;99
9953;109;48.65;10;20;3;7;20;22;17;3;7
9954;132;48.66;9;22;9;7;19;28;28;6;4
9955;139;39.73;9;37;6;5;25;35;7;9;6
9956;155;48.18;9;35;14;8;26;27;23;8;5
9957;87;43.72;99;99;99;99;99;99;99;99;99
9958;56;42.32;99;99;99;99;99;99;99;99;99
9959;139;47.26;16;29;10;14;21;30;13;3;3
9960;102;40.53;9;25;4;14;16;15;8;8;3
9962;322;22.74;43;46;54;68;36;33;21;10;11
9963;311;20.03;14;12;24;25;19;14;24;44;135
9964;419;39.37;36;42;44;62;39;59;46;39;52
9965;217;29.11;39;21;53;36;27;18;13;9;1
9966;78;39.4;99;99;99;99;99;99;99;99;99
9969;13;31.08;99;99;99;99;99;99;99;99;99
9970;31;49.48;99;99;99;99;99;99;99;99;99
9971;214;29.78;28;47;26;33;30;30;14;4;2
9972;176;32.9;14;18;28;26;26;24;26;11;3
9974;11;999999999;99;99;99;99;99;99;99;99;99
9975;223;35.4;26;34;14;38;41;32;21;10;7
9976;197;40.18;19;28;14;16;30;35;34;17;4
9977;251;36.34;37;46;13;31;49;40;20;12;3
9978;177;33.64;32;39;11;19;33;24;10;6;3
9979;128;45.03;19;23;4;11;23;20;16;9;3
9980;149;43.02;15;38;6;15;34;19;9;9;4
9981;75;41.04;99;99;99;99;99;99;99;99;99
9982;119;45.07;10;7;10;23;15;16;23;12;3
9983;170;44.36;26;29;5;25;29;17;17;13;9
9984;10;45.2;99;99;99;99;99;99;99;99;99
9985;141;37.11;8;53;2;6;35;19;8;10;0
9986;106;26.92;25;17;2;19;17;11;9;6;0
9988;261;999999999;20;10;132;57;18;7;11;6;0
9989;606;35.09;15;16;271;142;52;57;30;19;4
9990;338;19.25;18;16;149;75;21;21;23;11;4
9991;88;53.08;99;99;99;99;99;99;99;99;99
9992;212;47.42;26;33;12;11;39;37;20;22;12
9993;52;44.12;99;99;99;99;99;99;99;99;99
9994;173;45.69;18;12;7;23;27;34;15;22;15
9995;46;48.89;99;99;99;99;99;99;99;99;99
9996;160;49.54;15;33;7;12;21;38;24;6;4
9997;232;52.49;33;34;10;21;25;54;27;23;5
9998;28;65.71;99;99;99;99;99;99;99;99;99
10078;27;37.44;99;99;99;99;99;99;99;99;99
10079;17;50.3;99;99;99;99;99;99;99;99;99
10080;17;43.82;99;99;99;99;99;99;99;99;99
10081;21;52;99;99;99;99;99;99;99;99;99
10091;36;28.36;99;99;99;99;99;99;99;99;99
10092;12;41.5;99;99;99;99;99;99;99;99;99
10093;8;58.29;99;99;99;99;99;99;99;99;99
10094;6;27;99;99;99;99;99;99;99;99;99
10106;5;33;99;99;99;99;99;99;99;99;99
10110;8;59.13;99;99;99;99;99;99;99;99;99
10111;115;43.97;17;18;4;14;17;16;17;9;3
10112;92;56.84;99;99;99;99;99;99;99;99;99
10113;141;38.42;20;26;10;19;16;16;19;11;4
10114;66;64.94;99;99;99;99;99;99;99;99;99
10115;142;44.69;20;22;8;18;14;29;15;10;6
10116;146;45;19;24;6;19;15;24;12;19;8
10117;173;41.03;19;25;15;30;26;24;15;10;9
10118;103;49.12;15;8;8;14;6;10;11;24;7
10119;95;45.25;99;99;99;99;99;99;99;99;99
10120;81;53.32;99;99;99;99;99;99;99;99;99
10121;142;33.8;29;23;1;16;34;18;9;11;1
10122;218;35.9;30;61;7;17;36;42;15;9;1
10124;173;55.08;12;17;12;24;20;25;28;11;24
10125;181;39.38;18;27;16;20;27;23;23;11;16
10126;39;50.69;99;99;99;99;99;99;99;99;99
10127;75;38.36;99;99;99;99;99;99;99;99;99
10128;81;61.14;99;99;99;99;99;99;99;99;99
10129;62;46.63;99;99;99;99;99;99;99;99;99
10130;102;38.54;15;20;6;23;17;14;5;2;0
10131;173;39.91;33;15;11;33;33;18;13;13;4
10132;235;38.42;34;22;29;46;35;27;20;15;7
10133;285;35.72;38;28;36;53;31;42;30;25;2
10134;24;42.29;99;99;99;99;99;99;99;99;99
10137;215;37.93;30;41;14;19;54;30;15;7;5
10138;206;45.23;30;31;5;34;28;21;25;31;1
10139;241;34.49;49;34;15;36;31;35;20;15;6
10140;83;32.41;99;99;99;99;99;99;99;99;99
10141;49;49.96;99;99;99;99;99;99;99;99;99
10142;125;38.68;22;7;7;34;7;17;11;16;4
10143;162;36.69;29;16;13;28;16;23;18;11;8
10144;161;36.1;27;22;7;23;24;25;24;7;2
10147;26;52.38;99;99;99;99;99;99;99;99;99
10148;290;41.85;50;46;5;39;51;42;23;22;12
10149;263;46.8;38;28;14;36;36;27;30;33;21
10150;231;35.76;34;27;29;39;50;19;18;9;6
10151;283;23.7;43;26;91;70;29;16;5;1;2
10152;178;29.96;20;8;53;33;16;23;22;3;0
10153;184;37.64;40;21;5;29;31;19;18;16;5
10154;254;44.02;41;44;6;24;45;35;17;22;20
10155;201;41.78;18;22;27;27;29;23;19;23;13
10156;163;51.84;23;27;8;18;27;28;13;9;10
10157;110;44.94;8;17;5;15;19;13;9;16;8
10158;163;48.7;13;20;8;17;15;26;30;22;12
10235;7;85.86;99;99;99;99;99;99;99;99;99
10241;14;46.79;99;99;99;99;99;99;99;99;99
10242;5;23.8;99;99;99;99;99;99;99;99;99
10255;12;84.61;99;99;99;99;99;99;99;99;99
10256;21;28.95;99;99;99;99;99;99;99;99;99
10257;22;40.32;99;99;99;99;99;99;99;99;99
10273;25;36.32;99;99;99;99;99;99;99;99;99
10274;108;40.26;15;21;8;14;19;17;12;2;0
10275;131;55.91;12;20;6;9;17;28;19;15;5
10276;83;53.72;99;99;99;99;99;99;99;99;99
10277;106;45.61;15;13;7;17;13;17;17;7;0
10278;145;45.36;17;22;7;7;23;19;24;13;13
10279;195;46.49;17;33;17;16;19;53;21;11;8
10280;135;42.73;12;41;3;7;31;18;13;6;4
10281;131;40.73;15;33;8;6;28;25;7;5;4
10282;120;43.88;12;27;6;12;28;14;11;6;4
10283;235;28.99;43;49;6;39;61;28;5;3;1
10285;8;42.5;99;99;99;99;99;99;99;99;99
10286;552;32.85;76;87;48;98;94;45;40;34;30
10287;356;38.65;32;33;51;81;42;30;42;31;14
10288;95;48.61;99;99;99;99;99;99;99;99;99
10289;48;44.79;99;99;99;99;99;99;99;99;99
10290;81;49.27;99;99;99;99;99;99;99;99;99
10291;139;36.65;17;27;6;17;23;29;13;4;3
10292;279;27.89;42;39;30;51;66;20;14;15;2
10293;389;31.07;68;42;49;71;61;48;21;21;8
10294;285;34.87;57;19;19;59;53;24;27;25;2
10295;340;34.07;35;29;50;59;35;46;47;36;3
10296;232;28.34;51;32;12;46;44;16;22;7;2
10297;28;28;99;99;99;99;99;99;99;99;99
10298;32;29.59;99;99;99;99;99;99;99;99;99
10299;180;42.03;23;27;15;27;36;18;19;13;2
10300;141;34.36;31;21;5;14;31;11;17;8;3
10301;121;31.36;30;10;14;22;19;13;8;5;0
10302;189;38.72;18;33;5;16;42;30;19;22;4
10303;215;42.83;22;37;7;28;35;35;19;21;11
10304;199;41.67;22;21;20;20;28;28;37;14;9
10305;237;40.47;33;30;13;38;38;26;31;23;5
10306;155;32.77;12;32;10;21;23;29;19;9;0
10310;9;43.67;99;99;99;99;99;99;99;99;99
10311;203;47.93;30;15;6;31;27;31;25;28;10
10312;198;41.23;32;28;4;27;25;32;22;19;9
10313;537;26.14;31;17;255;127;37;24;21;18;7
10314;531;35.51;44;23;143;135;53;55;37;28;13
10315;290;36.16;39;23;30;71;35;30;26;28;8
10316;290;45.62;20;11;44;50;31;39;39;38;18
10317;341;44.2;28;27;39;50;38;52;35;30;42
10318;178;44.35;17;40;7;8;19;48;23;13;3
10319;33;107.67;99;99;99;99;99;99;99;99;99
10320;41;56.78;99;99;99;99;99;99;99;99;99
10397;5;60;99;99;99;99;99;99;99;99;99
10422;7;50.86;99;99;99;99;99;99;99;99;99
10423;8;44.88;99;99;99;99;99;99;99;99;99
10424;23;68.65;99;99;99;99;99;99;99;99;99
10426;64;39.59;99;99;99;99;99;99;99;99;99
10427;220;31.17;51;36;19;46;29;18;5;13;3
10428;151;33.79;28;31;12;27;21;17;6;9;0
10436;80;56.62;99;99;99;99;99;99;99;99;99
10437;48;60.13;99;99;99;99;99;99;99;99;99
10438;33;39.88;99;99;99;99;99;99;99;99;99
10439;123;42.56;16;24;7;11;23;12;16;12;2
10440;141;42.3;26;16;6;26;20;14;10;15;8
10441;132;50.69;15;20;3;21;16;28;20;5;4
10442;61;36;99;99;99;99;99;99;99;99;99
10443;141;37.81;18;41;9;14;30;22;5;2;0
10444;117;39.27;18;23;9;13;26;14;11;3;0
10445;33;24.79;99;99;99;99;99;99;99;99;99
10447;155;30.81;24;37;8;21;25;28;11;0;1
10448;431;32.61;74;57;30;87;81;37;25;27;13
10449;238;35.79;25;20;33;39;34;30;24;22;11
10450;102;49.97;3;22;1;8;13;20;6;21;8
10451;38;67.61;99;99;99;99;99;99;99;99;99
10452;135;23.56;16;9;54;33;18;4;1;0;0
10453;279;26.97;30;23;85;82;25;15;8;7;4
10454;487;33.71;88;67;62;100;61;46;35;22;6
10455;267;37.22;30;47;16;31;44;52;29;13;5
10456;229;37.01;21;48;18;29;35;36;25;13;4
10457;109;44.01;17;14;4;15;24;10;13;9;3
10458;20;27.5;99;99;99;99;99;99;99;99;99
10459;13;30.15;99;99;99;99;99;99;99;99;99
10464;42;32.6;99;99;99;99;99;99;99;99;99
10465;81;43.28;99;99;99;99;99;99;99;99;99
10466;155;39.97;22;30;2;9;33;28;19;7;5
10467;79;42.33;99;99;99;99;99;99;99;99;99
10468;18;51.28;99;99;99;99;99;99;99;99;99
10469;29;47.38;99;99;99;99;99;99;99;99;99
10471;6;63.83;99;99;99;99;99;99;99;99;99
10473;365;37.6;36;30;51;76;58;47;21;31;15
10474;307;37.03;32;42;37;44;47;26;17;40;22
10475;201;30.84;27;31;29;42;33;20;7;10;2
10476;85;30.13;99;99;99;99;99;99;99;99;99
10477;329;42.81;25;37;22;47;39;55;37;39;28
10478;444;42.23;19;33;42;57;60;41;65;71;56
10479;90;36.1;99;99;99;99;99;99;99;99;99
10480;234;44.87;30;19;22;39;20;34;24;30;16
10481;295;41.05;23;29;30;36;32;48;44;36;17
10482;115;52.33;14;17;4;8;14;21;17;17;3
10558;7;64.14;99;99;99;99;99;99;99;99;99
10564;13;56.23;99;99;99;99;99;99;99;99;99
10583;32;41.63;99;99;99;99;99;99;99;99;99
10584;62;50.77;99;99;99;99;99;99;99;99;99
10585;164;41.11;30;22;6;37;27;22;5;10;5
10586;153;41.64;10;21;6;20;20;25;31;17;3
10587;173;37.87;21;26;9;27;21;47;15;5;2
10588;94;46.28;99;99;99;99;99;99;99;99;99
10589;135;41.64;19;15;7;13;29;17;15;18;2
10590;124;34.55;21;26;7;14;25;14;5;9;3
10595;6;49.67;99;99;99;99;99;99;99;99;99
10597;7;94.71;99;99;99;99;99;99;99;99;99
10598;40;59.49;99;99;99;99;99;99;99;99;99
10599;27;54.7;99;99;99;99;99;99;99;99;99
10600;59;48.76;99;99;99;99;99;99;99;99;99
10601;88;48.56;99;99;99;99;99;99;99;99;99
10602;99;50.22;99;99;99;99;99;99;99;99;99
10603;127;36.84;24;32;3;21;31;9;5;2;0
10604;78;46.82;99;99;99;99;99;99;99;99;99
10605;137;45.04;10;25;9;10;17;37;18;9;2
10606;144;39.67;24;33;9;13;34;18;4;9;0
10609;259;29.87;44;43;23;41;45;30;21;11;1
10610;409;34.82;55;50;42;93;59;45;41;15;9
10611;413;33.07;55;49;47;63;62;48;45;36;8
10612;193;38.08;18;21;28;24;31;23;28;15;5
10614;309;24.01;30;14;68;84;35;23;33;14;8
10615;320;28.31;41;37;84;69;40;17;19;11;2
10616;376;31.46;49;32;62;107;47;36;22;12;9
10617;232;37.75;23;13;33;42;28;38;27;22;6
10618;157;36.89;25;20;10;31;26;17;17;9;2
10619;11;40.45;99;99;99;99;99;99;99;99;99
10620;51;5.96;99;99;99;99;99;99;99;99;99
10627;37;42.3;99;99;99;99;99;99;99;99;99
10628;184;48.7;17;38;8;6;38;37;17;15;8
10629;124;47.31;6;23;6;12;23;21;8;18;7
10630;215;51.32;24;31;9;26;23;34;23;35;10
10631;271;41.39;46;49;11;42;42;29;19;14;19
10632;147;36.53;18;25;1;19;20;25;23;7;9
10635;220;36.41;21;8;74;50;25;17;8;15;2
10636;616;29.02;57;34;231;152;52;34;34;19;3
10637;795;44.55;66;43;114;146;65;75;81;124;81
10638;25;40;99;99;99;99;99;99;99;99;99
10639;216;43.78;43;36;7;21;38;41;12;10;8
10640;280;52.87;19;45;19;25;36;50;27;27;32
10641;110;43.31;15;12;6;17;15;13;13;11;8
10642;92;48.42;99;99;99;99;99;99;99;99;99
10643;158;39.92;23;24;10;17;17;20;18;17;12
10644;10;80.6;99;99;99;99;99;99;99;99;99
10741;7;75.86;99;99;99;99;99;99;99;99;99
10742;10;59.6;99;99;99;99;99;99;99;99;99
10743;14;64.43;99;99;99;99;99;99;99;99;99
10745;40;43.8;99;99;99;99;99;99;99;99;99
10746;65;55.23;99;99;99;99;99;99;99;99;99
10747;9;62.67;99;99;99;99;99;99;99;99;99
10748;106;44.2;8;9;11;15;15;21;18;8;1
10749;96;43.15;99;99;99;99;99;99;99;99;99
10750;102;44.49;8;13;16;9;13;17;15;8;3
10751;103;38.17;16;19;5;15;16;13;7;8;4
10752;18;52.06;99;99;99;99;99;99;99;99;99
10756;190;40.36;32;16;13;24;24;31;36;13;1
10757;41;34.29;99;99;99;99;99;99;99;99;99
10762;12;61.83;99;99;99;99;99;99;99;99;99
10763;45;51.96;99;99;99;99;99;99;99;99;99
10764;38;48.68;99;99;99;99;99;99;99;99;99
10765;44;45.3;99;99;99;99;99;99;99;99;99
10767;27;34.44;99;99;99;99;99;99;99;99;99
10771;80;35.7;99;99;99;99;99;99;99;99;99
10772;56;36.07;99;99;99;99;99;99;99;99;99
10773;94;52.89;99;99;99;99;99;99;99;99;99
10774;59;29.37;99;99;99;99;99;99;99;99;99
10776;390;27.97;58;50;98;73;41;41;21;8;0
10777;492;22.09;61;31;173;123;38;30;19;12;5
10778;847;30.23;122;111;136;178;96;96;58;41;9
10779;567;29.3;90;91;55;97;73;69;56;30;6
10780;136;35.22;15;28;11;11;30;16;17;7;1
10781;117;46.33;15;25;5;12;16;17;14;9;4
10782;74;39.8;99;99;99;99;99;99;99;99;99
10790;54;45.41;99;99;99;99;99;99;99;99;99
10791;493;38.56;48;67;33;68;90;51;72;47;17
10792;277;41.79;48;50;7;36;51;26;26;25;8
10793;264;42.07;29;50;8;21;46;41;29;30;10
10794;328;35.43;49;66;10;24;67;43;19;22;28
10795;28;44;99;99;99;99;99;99;99;99;99
10797;251;29.94;25;29;50;54;36;34;11;5;7
10798;251;44.45;26;22;19;30;27;28;46;32;21
10799;141;52.96;10;15;3;16;21;24;21;22;9
10800;30;48.67;99;99;99;99;99;99;99;99;99
10801;158;56.28;10;39;9;4;22;38;16;11;9
10802;132;41.77;16;36;3;11;27;15;8;7;9
10803;238;49.49;15;37;15;13;35;37;30;26;30
10804;177;50.16;17;31;4;10;30;31;16;23;15
10805;20;83.95;99;99;99;99;99;99;99;99;99
10878;18;46.33;99;99;99;99;99;99;99;99;99
10887;18;27.83;99;99;99;99;99;99;99;99;99
10888;7;60.57;99;99;99;99;99;99;99;99;99
10903;8;66.88;99;99;99;99;99;99;99;99;99
10904;36;46.86;99;99;99;99;99;99;99;99;99
10905;6;59.17;99;99;99;99;99;99;99;99;99
10908;16;54.63;99;99;99;99;99;99;99;99;99
10909;16;45.06;99;99;99;99;99;99;99;99;99
10917;122;38.89;12;20;1;13;20;22;15;16;3
10918;157;38.76;11;24;7;24;27;20;16;25;3
10921;13;36.69;99;99;99;99;99;99;99;99;99
10940;177;36.57;12;9;30;41;36;25;8;8;8
10941;301;30.52;41;55;42;58;35;40;23;7;0
10942;22;68.18;99;99;99;99;99;99;99;99;99
10943;23;49.52;99;99;99;99;99;99;99;99;99
10944;66;45.79;99;99;99;99;99;99;99;99;99
10945;15;52.13;99;99;99;99;99;99;99;99;99
10946;159;39.74;16;36;8;15;26;25;21;9;3
10949;57;36.12;99;99;99;99;99;99;99;99;99
10950;80;39.44;99;99;99;99;99;99;99;99;99
10951;67;43.79;99;99;99;99;99;99;99;99;99
10952;100;49.95;12;22;2;6;19;18;11;8;2
10953;115;40.7;8;22;5;5;16;16;22;13;8
10954;228;39.25;24;25;21;41;36;24;25;23;9
10955;240;37.5;24;40;30;33;36;24;20;18;15
10956;260;34.63;38;44;9;37;46;28;21;21;16
10957;146;38.38;15;15;17;25;29;12;11;12;10
10958;153;37.22;10;12;33;30;20;17;7;16;8
10959;412;37.24;36;14;96;104;47;32;35;28;20
10960;228;39.59;35;13;20;37;30;22;27;25;19
10961;202;51.87;19;21;8;29;25;23;19;41;17
10962;41;53.1;99;99;99;99;99;99;99;99;99
10963;127;49.65;25;18;4;17;17;18;15;10;3
10964;95;51.29;99;99;99;99;99;99;99;99;99
10965;281;46.19;33;28;19;39;32;43;34;32;21
10966;291;39.71;34;32;23;29;44;57;30;21;21
10967;47;92.89;99;99;99;99;99;99;99;99;99
10968;13;53.77;99;99;99;99;99;99;99;99;99
11039;5;85.6;99;99;99;99;99;99;99;99;99
11040;30;43.07;99;99;99;99;99;99;99;99;99
11042;6;95.5;99;99;99;99;99;99;99;99;99
11043;7;42.86;99;99;99;99;99;99;99;99;99
11070;11;45.73;99;99;99;99;99;99;99;99;99
11071;7;54.57;99;99;99;99;99;99;99;99;99
11079;282;34.93;44;30;26;47;37;37;37;20;4
11080;223;38.61;29;26;17;36;28;31;30;24;2
11081;144;40.22;15;10;8;19;9;20;27;33;3
11082;38;37.26;99;99;99;99;99;99;99;99;99
11084;11;26.18;99;99;99;99;99;99;99;99;99
11085;271;24.56;51;17;41;92;37;24;7;2;0
11101;16;21.38;99;99;99;99;99;99;99;99;99
11104;5;179.17;99;99;99;99;99;99;99;99;99
11105;105;33.07;15;13;9;31;9;13;9;5;1
11106;95;30.73;99;99;99;99;99;99;99;99;99
11107;31;34.48;99;99;99;99;99;99;99;99;99
11108;139;40.47;17;28;8;4;32;22;9;8;11
11111;62;36.39;99;99;99;99;99;99;99;99;99
11112;89;36.01;99;99;99;99;99;99;99;99;99
11113;118;43.25;19;27;2;7;28;13;10;5;7
11114;163;46.51;18;22;4;10;26;23;15;18;27
11115;276;35.8;29;34;33;52;42;25;21;21;19
11116;101;38.92;8;11;16;23;10;13;6;11;3
11117;398;40.65;28;23;54;75;39;39;44;57;39
11118;126;43.68;27;18;5;16;27;6;8;11;8
11119;264;36.55;20;12;50;56;25;26;35;27;13
11120;366;34.77;33;21;69;94;45;28;40;25;11
11121;357;39.82;23;21;66;70;51;35;37;38;16
11122;414;41;40;23;67;83;35;40;44;52;30
11123;259;41.41;30;36;29;35;36;20;28;21;24
11124;58;41.52;99;99;99;99;99;99;99;99;99
11125;343;50.32;54;52;11;39;63;46;34;33;11
11126;51;72.29;99;99;99;99;99;99;99;99;99
11127;196;48.12;20;22;16;33;24;27;28;18;8
11128;214;57.39;12;29;8;12;20;37;47;32;17
11194;5;50;99;99;99;99;99;99;99;99;99
11195;38;49.76;99;99;99;99;99;99;99;99;99
11202;9;66.78;99;99;99;99;99;99;99;99;99
11205;6;62.33;99;99;99;99;99;99;99;99;99
11212;7;35.57;99;99;99;99;99;99;99;99;99
11241;223;34.2;25;29;31;31;33;27;19;23;5
11242;159;37.14;22;18;14;29;16;15;23;13;9
11243;209;36.84;21;32;10;13;35;34;21;32;11
11244;144;45.44;11;22;4;22;14;19;21;23;8
11245;38;41.84;99;99;99;99;99;99;99;99;99
11246;179;36.18;17;27;17;27;31;28;20;9;3
11247;496;33.1;57;68;66;90;77;53;38;38;9
11248;345;33.34;41;32;54;66;46;42;27;29;8
11250;5;27.6;99;99;99;99;99;99;99;99;99
11251;121;35.63;21;15;7;25;22;11;11;6;3
11252;55;47.58;99;99;99;99;99;99;99;99;99
11254;69;42.79;99;99;99;99;99;99;99;99;99
11255;19;32.47;99;99;99;99;99;99;99;99;99
11256;27;36.44;99;99;99;99;99;99;99;99;99
11257;38;43.39;99;99;99;99;99;99;99;99;99
11259;80;23.86;99;99;99;99;99;99;99;99;99
11264;146;35.23;20;9;21;33;17;9;14;20;3
11265;58;34.57;99;99;99;99;99;99;99;99;99
11266;210;36.56;24;19;18;40;24;25;27;25;8
11267;224;38.04;30;25;21;62;42;19;16;4;5
11268;54;39.91;99;99;99;99;99;99;99;99;99
11269;64;35.25;99;99;99;99;99;99;99;99;99
11270;277;38.31;29;37;23;38;55;35;32;26;2
11271;306;30.56;46;21;35;82;45;32;19;20;6
11272;291;41.65;45;45;8;38;57;45;20;19;14
11273;60;38.17;99;99;99;99;99;99;99;99;99
11274;96;48.72;99;99;99;99;99;99;99;99;99
11275;46;49.39;99;99;99;99;99;99;99;99;99
11276;123;43.54;8;28;6;4;28;19;15;11;4
11277;339;39.15;51;38;27;51;61;29;39;29;14
11278;302;39.02;29;32;38;40;51;34;25;29;24
11279;106;35.46;14;7;15;27;9;14;8;8;4
11280;158;44.85;15;30;4;17;23;19;22;17;11
11281;202;47.16;3;14;9;8;12;17;32;69;38
11282;331;39.86;16;20;64;54;30;31;41;51;24
11283;187;38.14;13;11;59;33;16;9;17;22;7
11284;436;30.72;39;22;214;45;34;30;19;21;12
11285;223;40.53;5;14;10;12;24;31;29;33;65
11286;120;39.52;10;15;13;13;16;11;17;18;7
11287;312;47.21;30;54;13;38;61;51;35;26;4
11288;100;66.13;13;21;3;5;20;19;9;7;3
11289;83;64.83;99;99;99;99;99;99;99;99;99
11290;107;60.98;16;17;8;7;19;16;11;12;1
11356;34;48.79;99;99;99;99;99;99;99;99;99
11357;20;56.25;99;99;99;99;99;99;99;99;99
